Restaurant ID,Restaurant Name,Country Code,Avg. daily orders,City,Address,Locality,Locality Verbose, Longitude , Latitude ,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Percentage online orders,Desserts,CafÈ Flag,Alcohol,Price range,Q1,Q2,Q3,Q4,Aggregate,Votes
9565,Flavours of Tibet,1,27,New Delhi,"70-D, 1st Floor, Humayunpur Chowk, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Tibetan, Chinese",500,Indian Rupees(Rs.),No,Yes,40%,,,,2,3.2,3.4,3.2,3.4,3.3,141
18126972,Get Lost in Flavours,1,24,New Delhi,"Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"North Indian, Chinese",650,Indian Rupees(Rs.),No,Yes,55%,,,,2,2.7,2.3,2.4,3,2.6,70
18285198,Giani,1,43,New Delhi,"AB-15, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,No,,1,,,1,2.5,2.9,2.9,3.3,2.9,9
7318,Green Chick Chop,1,40,New Delhi,"1/2, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,,,,,1,3,2.9,3.2,4.1,3.3,30
305514,Grover Dhaba,1,28,New Delhi,"B-6, Commercial Market, Opposite Deer Park, DDA Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,3,3,3.2,3.2,3.1,16
4330,Gupta's Rasoi,1,31,New Delhi,"B-6, Commercial Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,North Indian,350,Indian Rupees(Rs.),No,Yes,48%,,,,1,2.6,2.5,2.7,3.4,2.8,60
304186,Hangchuaa's Chinese Food Corner,1,30,New Delhi,"D-65, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,Chinese,600,Indian Rupees(Rs.),No,Yes,40%,,,,2,3.1,2.8,2.7,3.8,3.1,35
18219526,High On Burgers,1,45,New Delhi,"Shop 1, C-61/2, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,Fast Food,300,Indian Rupees(Rs.),No,Yes,49%,,,,1,2.9,2.8,2.7,4.4,3.2,37
18254549,Hot Paprika,1,23,New Delhi,"14, Arjun Nagar, Near Sukhmani Hospital, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,44%,,,,2,2.5,2.8,2.4,3.1,2.7,26
311570,Jalsa,1,31,New Delhi,"43, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Chinese,450,Indian Rupees(Rs.),No,Yes,43%,,,,1,2.3,2.2,2.8,3.5,2.7,6
309804,KPG Express,1,27,New Delhi,"Humayunpur Chowk, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Chinese,500,Indian Rupees(Rs.),No,No,,,,,2,3.3,2.8,3.4,3.7,3.3,33
18144483,Le Himalaya,1,43,New Delhi,"107/A, Ground Floor, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Tibetan, Chinese",700,Indian Rupees(Rs.),No,Yes,44%,,,,2,3.1,3,3,3.3,3.1,34
309806,Lunia Italian,1,35,New Delhi,"B 3/1, Shanti Niwas, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Pizza, Fast Food",350,Indian Rupees(Rs.),No,No,,,,,1,3,3.4,3.2,4,3.4,25
305516,Mahipal Dhaba,1,38,New Delhi,"D 70, Humanyunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.57 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,2.5,2.5,2.9,3.3,2.8,8
18361271,Morong Ki,1,32,New Delhi,"B-106, NCC Gate, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,Naga,400,Indian Rupees(Rs.),No,No,,,,,1,3.1,2.5,2.6,3.8,3,7
311828,Moti Mahal Delux - Tandooori Trail,1,28,New Delhi,"159, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,50%,,,,2,2.5,2.6,2.6,3.1,2.7,90
310436,Pooja Take Away Kitchen,1,37,New Delhi,"House 36-A, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,,,,,1,2.7,2.6,2.3,3.2,2.7,11
5846,Red Chilli,1,25,New Delhi,"A-1/153, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.57 ,"North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),No,Yes,46%,,,,2,2.9,2.5,3,3.6,3,64
309808,Saturn,1,44,New Delhi,"70/B, Humayun Pur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Fast Food, North Indian",600,Indian Rupees(Rs.),No,Yes,51%,,,,2,2.5,2.6,2.8,3.3,2.8,9
18432849,Smokey Flavours,1,45,New Delhi,"106, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,,,,,2,3.3,3.1,2.9,3.9,3.3,13
7322,Subway,1,27,New Delhi,"A-1, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,48%,,,1,2,3,2.6,2.8,3.2,2.9,188
308219,Sugar Loft,1,43,New Delhi,"Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,,1,,,2,3.5,3,3.4,3.7,3.4,26
18138427,Sugary Affairs,1,24,New Delhi,"B-3/91, Ground Floor, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,,1,,,2,3,2.7,3,3.3,3,6
18424971,The Baking Fusion,1,45,New Delhi,"94-A, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,,1,,,1,3,2.9,3.2,3.3,3.1,8
18456724,The Belly Giggles,1,45,New Delhi,"70-E, 1st Floor, NCC Gate, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Naga, Tibetan, Chinese, Bakery",600,Indian Rupees(Rs.),No,No,,,,,2,2.9,3.1,2.5,3.5,3,4
300281,The Chef Restaurant,1,25,New Delhi,"70, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Chinese,400,Indian Rupees(Rs.),No,No,,,,,1,3.5,3.4,3.5,3.2,3.4,63
304187,Yo Tibet,1,35,New Delhi,"119-A, Upper Ground Floor, Near NCC Gate, Humanyunpur Village, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Chinese, Tibetan, Fast Food",500,Indian Rupees(Rs.),No,No,,,,,2,3,2.9,2.8,4.5,3.3,150
310942,Cafe Rock 'n' Rolla,1,26,New Delhi,"Shop 5 & 6, DDA Market, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Fast Food, American, Italian",600,Indian Rupees(Rs.),No,Yes,39%,,,1,2,3.4,3.1,3.6,4.3,3.6,103
309475,Charcoal,1,25,New Delhi,"B-6/5, Ground Floor, Shopping Centre, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"European, North Indian",1300,Indian Rupees(Rs.),Yes,Yes,56%,,,,3,3.2,3.4,3.4,4.8,3.7,210
306870,Chawla Chicken,1,48,New Delhi,"Shop 1, Central Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.57 ,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,54%,,,,2,3.4,3,3.2,4.4,3.5,40
300283,Freedom Corner,1,44,New Delhi,"C-119, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Chinese, Tibetan",600,Indian Rupees(Rs.),No,Yes,51%,,,,2,3.6,3.4,3,4,3.5,123
18337779,Kori's,1,37,New Delhi,"R-62/1, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Cafe, Korean",600,Indian Rupees(Rs.),No,Yes,41%,,1,,2,3.3,3.4,3.5,4.2,3.6,110
307464,Mizo Diner,1,43,New Delhi,"85, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"North Indian, Tibetan",600,Indian Rupees(Rs.),No,No,,,,,2,3.7,3.2,3.7,4.2,3.7,154
1774,Rainbows,1,42,New Delhi,"Shop 2, AB-6, Community Center, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"Fast Food, Desserts",400,Indian Rupees(Rs.),No,Yes,51%,1,,,1,3.4,3.4,3.5,3.7,3.5,51
7319,Rajinder Xpress,1,29,New Delhi,"AB-4, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),No,No,,,,,2,3.7,3.3,3.6,4.6,3.8,310
3164,RDX,1,48,New Delhi,"AB-4, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"North Indian, Chinese, Mughlai",1000,Indian Rupees(Rs.),Yes,No,,,,,3,4.3,3.4,3.4,4.5,3.9,223
18458306,Sumo Sushi,1,23,New Delhi,"Shop 13, B6, DDA Market, Chaudhary Harsukh Marg, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Sushi,1000,Indian Rupees(Rs.),No,Yes,38%,,,,3,4,3.6,3.5,4.5,3.9,21
312130,The Categorical Eat Pham,1,44,New Delhi,"120-A, Ground Floor, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,North Eastern,600,Indian Rupees(Rs.),No,No,,,,,2,3.2,3.3,3.8,4.5,3.7,94
306581,The Hungry Monkey,1,24,New Delhi,"B-6/6, DDA Market, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"European, Italian",2300,Indian Rupees(Rs.),Yes,No,,,,,4,3.8,3.7,3.3,4,3.7,622
18357527,Treat Up Cafe and Restaurant,1,23,New Delhi,"House 20F, Basement, Gali 1, Krishna Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Cafe, American, Continental, Nepalese",500,Indian Rupees(Rs.),No,No,,,1,1,2,3.2,3.2,3.4,4.6,3.6,31
18337920,Weird Time Food,1,43,New Delhi,"Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Continental, Fast Food",600,Indian Rupees(Rs.),No,Yes,44%,,,,2,3.2,3.2,3.6,4.4,3.6,49
18416859,Amor Kitchen,1,25,New Delhi,"65-E, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,North Indian,400,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.2,0.1,0.2,0,2
18485984,CHA! WA!!,1,26,New Delhi,"111, Chaudhary Hukum Chand Marg, Humayuour, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Fast Food, Beverages, Desserts",400,Indian Rupees(Rs.),No,No,,1,,,1,-0.5,-0.5,0,1,0,1
18393436,Chip N Dale,1,46,New Delhi,"165, LGF, Humayupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Continental, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.5,-0.3,0.9,0,2
310320,Chocolangels,1,24,New Delhi,"B5/204, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,,1,,,1,-0.3,-0.1,-0.2,0.6,0,3
18331664,Home Kitchen,1,36,New Delhi,"Humanyupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"North Indian, South Indian",350,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.5,0,0.4,0,1
18291208,Laziz Foods,1,30,New Delhi,"B-2 Market, Behind Indian Overseas Bank, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Mughlai, North Indian",400,Indian Rupees(Rs.),No,No,,,,,1,0,0,-0.4,0.4,0,2
18285734,Mummy's Food Corner,1,34,New Delhi,"87/A, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Assamese,300,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.2,0.1,0.6,0,2
18334432,Riyaz Biryani Corner,1,47,New Delhi,"B-61, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,-0.1,0.2,0,2
18416831,Safdarjung Club,1,35,New Delhi,"B-4 Block, Opposite Kamal Cinema, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Chinese, North Indian, Fast Food, Street Food",450,Indian Rupees(Rs.),No,No,,,,,1,-0.2,0,0.1,0.1,0,1
18496493,Starup Catering,1,34,New Delhi,Safdarjung Enclave,Safdarjung,"Safdarjung, New Delhi", -   , -   ,"Chinese, Mughlai, North Indian",300,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,-0.2,0.3,0,1
18285204,The Chinese & Thai Restaurant,1,36,New Delhi,"85-B, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,"Chinese, Thai",300,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.1,-0.4,0.6,0,1
628,Cafe Coffee Day,1,25,New Delhi,"B6/6, Commercial Complex, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,Cafe,450,Indian Rupees(Rs.),No,No,,,1,,1,1.9,2.5,2.2,3,2.4,28
305606,Zustt Yummy,1,40,New Delhi,"70 B, LGF, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", -   , -   ,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,,,,,2,2.2,2,1.9,3.1,2.3,54
18396054,Cafe Hashtag LoL,1,34,New Delhi,"AB-11, DDA Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"Cafe, North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,,,1,,3,4,3.9,4.1,4.8,4.2,49
18237319,Dirty Apron,1,34,New Delhi,"B6-7/22, 2nd Floor, Opposite Deer Park, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"European, Asian",2000,Indian Rupees(Rs.),Yes,Yes,40%,,,,4,4.3,4,4.1,4.8,4.3,96
17953911,Hornbill,1,41,New Delhi,"104/A, Basement Backside NCC Gate, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.19 , 28.56 ,Naga,400,Indian Rupees(Rs.),No,No,,,,,1,3.9,3.6,3.5,5,4,149
18456770,Napoli Pizza,1,28,New Delhi,"Safdarjung Enclave, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,Pizza,800,Indian Rupees(Rs.),No,Yes,42%,,,,2,4,3.9,3.7,4.4,4,41
1777,Rajinder Da Dhaba,1,27,New Delhi,"AB-14, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.57 ,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,,,,,2,4,4.3,4.1,4.8,4.3,3530
18138443,The Piano Man Jazz Club,1,41,New Delhi,"B-6-7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Mexican, American",1800,Indian Rupees(Rs.),Yes,Yes,46%,,,1,3,3.8,3.7,4.3,5,4.2,420
313269,Tossin Pizza,1,42,New Delhi,"B-6/2, Safdarjung Enclave, Opposite Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi", 77.20 , 28.56 ,"Pizza, Italian",900,Indian Rupees(Rs.),Yes,Yes,53%,,,,2,3.6,3.9,4.2,4.7,4.1,647
18428536,Big Belly Burger,1,32,New Delhi,"Freedom Fighter Enclave, Opposite Gate 3, Neb Sarai, Ignou Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,Fast Food,200,Indian Rupees(Rs.),No,Yes,44%,,,,1,2.6,2.7,2.4,3.1,2.7,6
300231,Bikaner Choice,1,44,New Delhi,"Shop 10, Sudan Singh Market, Saiyad Ul Ajaib, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.51 ,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,,,,,1,2.9,2.6,2.5,3.2,2.8,14
300236,Bikaner Misthan,1,33,New Delhi,"A-96, MB Road, Saiyad Ul Ajaib, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.52 ,"Mithai, Street Food, North Indian, South Indian, Chinese",350,Indian Rupees(Rs.),No,No,,,,,1,2.6,2.2,2.3,3.7,2.7,16
18303837,Da Yummy Pizza,1,43,New Delhi,"114/2, IGNOU Road, Neb Sarai, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,56%,,,,2,2.8,2.8,2.3,2.9,2.7,4
312827,Food Nursary,1,27,New Delhi,"A-183, IGNOU Chowk, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.50 ,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,Yes,40%,,,,1,2.4,2.8,2.5,3.5,2.8,5
302326,Puja Sandwich House,1,42,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,Fast Food,300,Indian Rupees(Rs.),No,No,,,,,1,2.7,2.3,2.5,3.3,2.7,16
300235,PVR Bhojanalay,1,40,New Delhi,"117/1, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Street Food, North Indian",100,Indian Rupees(Rs.),No,No,,,,,1,2.4,2.8,2.2,3.4,2.7,17
309192,The Bake Studio,1,40,New Delhi,"A/56, Freedom Fighter Enclave, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Bakery, Desserts",450,Indian Rupees(Rs.),No,No,,1,,,1,2.8,2.8,3,3.8,3.1,12
2201,The Blue Tandoor,1,31,New Delhi,"A-1, Gate 2, Cariappa Marg, Opposite Saket, Near, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.52 ,"North Indian, Mughlai",1000,Indian Rupees(Rs.),No,No,,,,,3,2.6,2.7,2.7,3.6,2.9,13
18355141,Abdullah Biryani Centre,1,45,New Delhi,"IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,Biryani,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0,0,0.3,0,1
18408037,Allishan Family Restaurant,1,43,New Delhi,"114/1, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.5,0,-0.1,0.6,0,1
18489533,Bhawani Restaurant,1,24,New Delhi,"Khasra 59, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.52 ,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.4,-0.4,1,0,0
18471278,BonJuz,1,43,New Delhi,"Flat 2, Plot A-6, Anupam Enclave, Phase 1, Saidulajab Extension, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", -   , -   ,"Healthy Food, Juices",200,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.4,-0.2,1,0,0
18440160,Chawla Chik Inn,1,23,New Delhi,"Shop 1, Tiger Lane, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.51 ,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,39%,,,,2,-0.1,0,-0.5,0.6,0,0
18354987,Foodies,1,38,New Delhi,"Shop 21, Paryavaran Complex, Near Vidya Sagar Hospital, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,North Indian,350,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.4,0,0.3,0,0
302314,G+,1,46,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,Mithai,150,Indian Rupees(Rs.),No,No,,,,,1,0.1,0,-0.2,0.1,0,3
18355145,Janta Canteen,1,31,New Delhi,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.50 ,North Indian,150,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.3,-0.5,0.9,0,0
18355137,Kalka's Food Centre,1,48,New Delhi,"Shop 3, B Block, Khasra 24, Opposite Anupam Appartments, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.52 ,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,0,0.1,0,0
18489523,Le Village Pastry Shop,1,28,New Delhi,"Ignou Road, Anupam Extention, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.52 ,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,,,,,1,-0.2,0.1,-0.4,0.5,0,0
18408066,Meatwale.com,1,29,New Delhi,"Dhankad Market, Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Raw Meats, North Indian",300,Indian Rupees(Rs.),No,No,,,,,1,0,-0.2,0,0.2,0,1
18312586,Mohit Bakery,1,32,New Delhi,"Shop B6, Gali 1, Saidulajab, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.21 , 28.52 ,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0,-0.2,0.5,0,1
18492960,Mouthmatics ,1,37,New Delhi,"A1/75, Freedom Fighter Enclave, IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", -   , -   ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.3,-0.3,0.7,0,0
302311,Pastry Place,1,26,New Delhi,"114/3, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,-0.1,0.2,0,2
18469965,Pho King Awesome,1,40,New Delhi,"34 L, Ashoka Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.22 , 28.54 ,Asian,850,Indian Rupees(Rs.),No,No,,,,,2,0,0.1,-0.5,0.4,0,1
18488864,PIE,1,28,New Delhi,"A-2, Paryavaran Complex, IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Desserts, Ice Cream, Pizza",250,Indian Rupees(Rs.),No,No,,1,,,1,-0.2,0.1,0,0.1,0,1
18470757,Rasoi - The Indian Zaika,1,29,New Delhi,"Paryavaran Complex, Near Vidyasagar Hospital, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,North Indian,350,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.5,0,1,0,0
18355143,Shree Balaji Bhojnalaya,1,29,New Delhi,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.50 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.3,-0.1,0.3,0,0
18465571,Smoke Trailer Grill,1,33,New Delhi,"15C, Ashoka Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.22 , 28.51 ,American,400,Indian Rupees(Rs.),No,No,,,,1,1,0.1,-0.3,-0.5,0.7,0,0
302318,Sonu Sweets,1,47,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.51 ,"Mithai, Chinese",200,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.1,-0.4,0.7,0,2
18303708,Spice Treat,1,24,New Delhi,"Lane 3, West End Marg, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi", 77.20 , 28.52 ,Chinese,250,Indian Rupees(Rs.),No,No,,,,,1,-0.1,0,-0.4,0.5,0,0
